text,aspect_term,polarity
Outstanding Bagels[comma] but you get what you pay for.,Bagels,positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,Pizza,positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,crust,positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,pizza,positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,toppings,neutral
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,bread,positive
I found it on a cold night[comma] the perfect spot to warm up.,spot,positive
They even have a section in the menu called American Chinese food!,menu,negative
They even have a section in the menu called American Chinese food!,American Chinese food,negative
Service was warm and attentive[comma] beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.,Service,positive
Service was warm and attentive[comma] beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.,beef carpaachio,positive
Service was warm and attentive[comma] beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.,pasta,positive
Service was warm and attentive[comma] beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.,portion,positive
kalbi and nebbiolo do work together.,kalbi,neutral
kalbi and nebbiolo do work together.,nebbiolo,neutral
Best Italian food I ever had (and being Italian[comma] that means alot).,Italian food,positive
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,Italian food,positive
Located at the end of a magnificent block.,Located,positive
Looking around[comma] I saw a room full of New Yorkers enjoying a real meal in a real restaurant[comma] not a clubhouse of the fabulous trying to be seen.,meal,positive
Looking around[comma] I saw a room full of New Yorkers enjoying a real meal in a real restaurant[comma] not a clubhouse of the fabulous trying to be seen.,room,neutral
Looking around[comma] I saw a room full of New Yorkers enjoying a real meal in a real restaurant[comma] not a clubhouse of the fabulous trying to be seen.,clubhouse,negative
They don't walk around with the trays of Dim Sum.,trays of Dim Sum,neutral
Great bar[comma] most gorgeous bartenders you've ever seen (specifically the blond lady).,bar,positive
Great bar[comma] most gorgeous bartenders you've ever seen (specifically the blond lady).,bartenders,positive
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,neutral
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,negative
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,neutral
I really loved the different and inovated touch that's the cheff gives to the food.,cheff,positive
I really loved the different and inovated touch that's the cheff gives to the food.,food,positive
They came out over cooked and the cheese was almost non existant.,cheese,negative
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,meal,positive
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,server,positive
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,wine,positive
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,wine,negative
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,price range,positive
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,priced,neutral
The svc can be a bit rude at times[comma] esp if you have big group[comma] but overall the restaurant is a must!,svc,negative
The food is good[comma] especially their more basic dishes[comma] and the drinks are delicious.,food,positive
The food is good[comma] especially their more basic dishes[comma] and the drinks are delicious.,dishes,positive
The food is good[comma] especially their more basic dishes[comma] and the drinks are delicious.,drinks,positive
But the main hit was the whole grilled fish.,whole grilled fish,positive
I had the tuna tartare with sake[comma] mushroom ravioli with pinot noir[comma] and the chocolate sampler with a dessert wine for $49.,tuna tartare,positive
I had the tuna tartare with sake[comma] mushroom ravioli with pinot noir[comma] and the chocolate sampler with a dessert wine for $49.,sake,positive
I had the tuna tartare with sake[comma] mushroom ravioli with pinot noir[comma] and the chocolate sampler with a dessert wine for $49.,mushroom ravioli,positive
